order_id,date,month,month_num,product,category,qty,unit_price,discount_pct,revenue,city,channel,rating
ORD-10134,2024-12-09,December,12,Kaos Polos Uniqlo,Apparel,6,299000,0,1794000,Semarang,Shopee,4.2
ORD-10010,2024-12-09,December,12,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Bandung,Shopee,3.9
ORD-10433,2024-12-10,December,12,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Bandung,Tokopedia,3.9
ORD-10385,2024-12-11,December,12,Topi Baseball,Accessories,4,150000,0,600000,Surabaya,Instagram Shop,4.3
ORD-10421,2024-12-13,December,12,Tas Selempang,Bags,6,380000,0,2280000,Semarang,Instagram Shop,4.2
ORD-10232,2024-12-13,December,12,Topi Baseball,Accessories,6,150000,10,810000,Makassar,Website,4.5
ORD-10448,2024-12-13,December,12,Kaos Polos Uniqlo,Apparel,4,299000,0,1196000,Yogyakarta,Instagram Shop,5.0
ORD-10413,2024-12-15,December,12,Sepatu Formal Bata,Footwear,4,720000,0,2880000,Palembang,Instagram Shop,3.8
ORD-10388,2024-12-16,December,12,Kaos Polos Uniqlo,Apparel,9,299000,0,2691000,Surabaya,Shopee,4.1
ORD-10236,2024-12-16,December,12,Sepatu Formal Bata,Footwear,3,720000,0,2160000,Yogyakarta,Shopee,3.5
ORD-10294,2024-12-16,December,12,Topi Baseball,Accessories,4,150000,10,540000,Palembang,Tokopedia,3.6
ORD-10164,2024-12-17,December,12,Sepatu Lari Nike,Footwear,6,850000,25,3825000,Makassar,Website,3.8
ORD-10395,2024-12-18,December,12,Kaos Polos Uniqlo,Apparel,3,299000,15,762450,Jakarta,Tokopedia,3.8
ORD-10313,2024-12-18,December,12,Sepatu Lari Nike,Footwear,3,850000,25,1912500,Makassar,Instagram Shop,4.7
ORD-10445,2024-12-18,December,12,Celana Jogger,Apparel,3,320000,20,768000,Bandung,Shopee,4.7
ORD-10026,2024-12-19,December,12,Jaket Fleece,Apparel,4,450000,10,1620000,Yogyakarta,Instagram Shop,4.5
ORD-10112,2024-12-19,December,12,Tas Ransel Eiger,Bags,1,650000,5,617500,Medan,Website,3.9
ORD-10179,2024-12-19,December,12,Celana Jogger,Apparel,12,320000,5,3648000,Palembang,Shopee,3.9
ORD-10391,2024-12-20,December,12,Tas Selempang,Bags,1,380000,25,285000,Makassar,Tokopedia,3.6
ORD-10278,2024-12-21,December,12,Kacamata Sunglasses,Accessories,1,520000,5,494000,Surabaya,Tokopedia,3.6
ORD-10436,2024-12-21,December,12,Tas Ransel Eiger,Bags,1,650000,0,650000,Palembang,Tokopedia,3.8
ORD-10077,2024-12-22,December,12,Sepatu Formal Bata,Footwear,6,720000,25,3240000,Jakarta,Shopee,4.9
ORD-10147,2024-12-23,December,12,Jaket Fleece,Apparel,1,450000,20,360000,Medan,Website,4.1
ORD-10281,2024-12-24,December,12,Tas Ransel Eiger,Bags,1,650000,15,552500,Medan,Tokopedia,3.8
ORD-10342,2024-12-26,December,12,Sandal Jepit Havaianas,Footwear,3,180000,0,540000,Makassar,Shopee,3.8
ORD-10447,2024-12-26,December,12,Sandal Jepit Havaianas,Footwear,1,180000,10,162000,Makassar,Instagram Shop,4.3
ORD-10366,2024-12-28,December,12,Tas Ransel Eiger,Bags,1,650000,25,487500,Jakarta,Shopee,5.0
ORD-10288,2024-12-29,December,12,Jaket Fleece,Apparel,4,450000,15,1530000,Makassar,Website,3.9
ORD-10484,2024-12-30,December,12,Tas Selempang,Bags,3,380000,0,1140000,Palembang,Shopee,4.0
